Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Priority,Channel,Discount Amount,Cost Price,Sale Price,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Michigan,Bay City,DEF Machines,9,Apple,Apple Lisa,SSD,Nichole,Sanchez,9074012970,lfrench@example.org,Elizabeth Martinez,Second-hand Sales,Finance,Medium,Online,125,10047,13627,2021-12-04,2021-12-25,38325,16GB,722,0,880,11268,256GB
Africa,Ghana,Volta,KyaSand Tech Gadgets,1,Lenovo,ThinkPad T14,HDD,Lisa,Robinson,371-597-9491x013,mfowler@example.net,Amanda Hurley,New Sales,Cash,Low,Online,715,20937,25520,2022-05-23,2022-06-04,0,4GB,434,0,362,21437,1TB
North America,Illinois,Decatur,GH PC Shop,2,Lenovo,IdeaPad 5,SSD,Angela,Weaver,647.286.4416,wrightkyle@example.net,Ashley Jones,Returns,Cash,Low,Online,12,2696,6999,2023-09-16,2023-10-04,0,16GB,466,0,941,3045,256GB
Africa,Kenya,Busia,Frankies Hardware and Software,9,HP,Elitebook,HDD,Christine,Reyes,590.874.0481x167,glasschristopher@example.com,David Ellis,New Sales,Cash,Medium,Online,182,13648,16236,2022-09-06,2022-10-01,0,8GB,828,0,18,14813,500GB
Africa,Egypt,Qena,ABC Computers,1,Apple,Apple MacBook Pro,SSD,Christopher,Bailey,(835)865-0207,rodriguezdavid@example.com,Christina Garza,New Sales,Bank Transfer,Medium,Online,349,22933,27726,2021-12-20,2021-12-22,0,8GB,651,0,417,23919,256GB
North America,New York,Valley Stream,Ricks Computers,3,Microsoft,Surface Neo,HDD,Dana,Lawson,526.691.5032x34771,woodsmartin@example.com,Janet Hall,Second-hand Sales,Cash,Medium,Offline,906,27947,30263,2022-06-02,N/A,0,2GB,778,0,340,29144,256GB
North America,Ohio,Canton,GHI Machines,7,HP,ZBook,HDD,John,Smith,991-493-2170x90247,andrewsemily@example.net,Molly Johns,Repairs,Cash,Medium,Online,843,2838,5583,2023-12-30,2024-01-04,0,8GB,625,3360,305,3827,500GB
Africa,Angola,Cunene,Frankies Hardware and Software,8,Microsoft,Surface Go,HDD,Robert,Davis,7952626582,codyrobbins@example.org,Ruben Snow,Second-hand Sales,Finance,Medium,Online,891,10913,15298,2023-11-01,2023-11-27,47419,4GB,454,0,81,14458,256GB
Africa,Angola,Cuanza Sul,CK Tech Store,5,Toshiba,Qosmio,SSD,Michael,Calderon,+1-826-445-1747x94521,petersmonica@example.net,Kenneth Willis,Returns,Finance,Low,Offline,267,29184,32135,2021-09-23,N/A,12251,8GB,517,0,277,30762,1TB
North America,Ohio,Cincinnati,Greens Laptops and PCs,3,Microsoft,Surface Laptop,SSD,Chad,Blair,306-173-4795,conniegonzalez@example.com,Roger Cole,Repairs,Cash,Low,Offline,952,14261,17112,2021-06-14,N/A,0,4GB,461,1111,170,16683,500GB
North America,Georgia,Dalton,Mini Tech,8,Apple,Apple MacBook Pro,HDD,Jennifer,Huang,(183)505-3578x724,acunningham@example.com,Joe Thomas,Repairs,Cash,Low,Offline,599,27219,30103,2022-08-02,N/A,0,8GB,499,1399,907,28060,1TB
North America,Pennsylvania,Lancaster,ABC Computers,7,MSI,GL65 Leopard,SSD,Natasha,Roberts,+1-751-739-8375x27219,sanderssamuel@example.org,Michael Smith,Repairs,Bank Transfer,High,Online,618,20260,24030,2022-01-25,2022-02-19,0,2GB,525,2080,422,23009,500GB
Africa,Kenya,Kisumu,GHI Machines,5,HP,Stream,SSD,Scott,Daniels,001-462-805-6638x43207,michaeldiaz@example.org,Misty Green,Returns,Finance,High,Offline,228,17077,20696,2021-05-22,N/A,3907,2GB,624,0,625,18243,256GB
Africa,Angola,Cunene,Mini Tech,9,Asus,VivoBook Flip 14,SSD,Margaret,Sanchez,902-489-9396,bonnielopez@example.com,Kenneth Willis,Returns,Cash,Medium,Online,395,6692,10793,2022-05-27,2022-06-12,0,8GB,475,0,389,10107,1TB
North America,New York,Binghamton,Greens Laptops and PCs,5,MSI,GF63 Thin,SSD,Nicole,Mullins,001-783-300-0626,stephencarrillo@example.com,Kelsey Olson,New Sales,Finance,Medium,Offline,31,7954,12450,2021-09-14,N/A,30932,4GB,731,0,253,9733,256GB
North America,Georgia,Newnan,Mini Tech,3,Toshiba,Tecra,HDD,Leslie,Taylor,(702)566-9221x50127,craigpruitt@example.net,Michael Collins,Returns,Finance,Low,Online,310,28443,31083,2022-03-11,2022-03-16,6250,2GB,549,0,72,29559,1TB
North America,Illinois,Evanston,ABC Computers,2,Acer,Aspire 7,SSD,Kathleen,Wagner,278-092-9788,john67@example.com,Jason Phillips,Second-hand Sales,Cash,Low,Offline,731,10807,15743,2022-01-11,N/A,0,4GB,805,0,912,15336,500GB
Africa,Ghana,Ashanti,DEF Machines,3,Lenovo,ThinkPad X1 Carbon,SSD,Lawrence,Mayer,(635)909-7585x96046,david92@example.org,Troy Howell,Returns,Bank Transfer,Low,Online,497,23956,27412,2022-06-06,2022-06-07,0,2GB,527,0,821,26910,256GB
North America,North Carolina,Mooresville,Mini Tech,2,Lenovo,ThinkPad X13 Yoga,SSD,Daniel,Robles,787.669.0391,julielee@example.com,Tamara Clark,Returns,Finance,Medium,Offline,730,2911,7353,2023-01-09,N/A,39965,16GB,468,0,972,4706,500GB
Africa,Egypt,Kafr El Sheikh,ABC Computers,5,Acer,Swift 3,HDD,Brittney,Cooper,840.609.4437x51247,yolandajackson@example.com,Diana Owens,Second-hand Sales,Cash,Medium,Online,272,17063,21069,2022-12-01,2022-12-02,0,4GB,671,0,370,20839,500GB
North America,New York,Schenectady,Benjis Tech,5,Asus,TUF Gaming A15,HDD,William,Hutchinson,567447498,kathryn69@example.net,Victoria Hodges,Second-hand Sales,Finance,Medium,Online,796,12278,15229,2023-07-28,2023-08-17,28510,16GB,762,0,188,15090,256GB
North America,Texas,Odessa,Mini Tech,5,Toshiba,Tecra,SSD,Dylan,Carr,324-902-8333x93712,shawkrista@example.net,Lori Washington,Repairs,Bank Transfer,Medium,Offline,598,29878,34560,2021-06-10,N/A,0,8GB,533,4049,543,29928,1TB
North America,Florida,Lakeland,Western International PCs,5,Microsoft,Surface Laptop,HDD,Lauren,Goodwin,591-854-1149x183,michaelhenderson@example.org,William Macdonald,Returns,Bank Transfer,Medium,Offline,458,13747,15902,2024-01-04,N/A,0,2GB,451,0,831,14179,256GB
Africa,South Africa,Western Cape,Benjis Tech,5,Toshiba,Qosmio,SSD,Jessica,King,349.598.3741,melissa26@example.com,Mrs. Barbara Davenport,New Sales,Finance,Low,Offline,443,27751,32501,2023-07-17,N/A,45856,4GB,593,0,601,28867,256GB
North America,California,Santa Clarita,ABC Computers,5,MSI,GS75 Stealth,SSD,William,Miller,(039)065-8078x462,brian65@example.org,Ryan Bradley,Returns,Cash,High,Online,42,10764,14477,2022-02-24,2022-03-12,0,2GB,409,0,360,12979,500GB
North America,Michigan,Battle Creek,Western International PCs,8,Toshiba,Portege,SSD,Carmen,Schaefer,(345)523-8601x946,robertmills@example.net,Kevin Padilla,Repairs,Finance,Medium,Online,215,28508,31212,2022-02-16,2022-03-10,34234,8GB,655,1304,970,28997,1TB
North America,Texas,San Antonio,Western International PCs,10,Microsoft,Surface Studio,SSD,Rick,Knapp,+1-334-155-7038x12875,jerry76@example.org,Amanda Brown,Repairs,Cash,High,Online,597,3272,6101,2023-08-31,2023-09-09,0,16GB,518,1699,918,3451,256GB
North America,Florida,West Palm Beach,A & A PCs,3,Dell,G Series,SSD,Robert,Hamilton,+1-289-304-1503x594,richardmendez@example.net,Alexis Murray,Second-hand Sales,Finance,High,Offline,548,12490,15507,2023-07-24,N/A,31071,4GB,702,0,92,14570,256GB
Africa,Morocco,Chichaoua,Western International PCs,9,Samsung,Notebook 9 Pen,HDD,Kristin,Scott,001-160-591-5344,danaromero@example.com,Jessica Thomas,Repairs,Finance,Medium,Offline,450,17349,22205,2021-07-23,N/A,44808,8GB,765,1436,357,21701,500GB
North America,Pennsylvania,State College,ABC Computers,2,Lenovo,ThinkCentre M920 Tiny,SSD,Brian,Adams,(598)271-5842x7640,mosleyhannah@example.org,Beth James,New Sales,Cash,Medium,Online,493,16274,18584,2021-06-12,2021-07-03,0,8GB,592,0,483,17159,256GB
Africa,Ethiopia,Tigray,CK Tech Store,1,Lenovo,IdeaCentre AIO 3,SSD,Daniel,Carter,(746)064-5216x4454,ericarodriguez@example.net,Alexa Hopkins,New Sales,Cash,High,Offline,389,19729,23898,2021-04-21,N/A,0,2GB,541,0,89,21263,500GB
Africa,Ghana,Brong-Ahafo,Western International PCs,4,Lenovo,ThinkPad X1 Yoga,HDD,Rachel,Pruitt,+1-517-839-4381x43843,andrew60@example.com,Amanda Hurley,Second-hand Sales,Cash,Medium,Online,883,13981,17192,2021-04-09,2021-04-11,0,2GB,504,0,647,14431,1TB
Africa,South Africa,Mpumalanga,Mini Tech,3,Apple,Apple Macintosh SE,SSD,Sarah,Vasquez,+1-244-667-2372,ydixon@example.com,Mrs. Barbara Davenport,Returns,Cash,Low,Offline,21,27306,30728,2024-01-18,N/A,0,16GB,632,0,53,29244,256GB
Africa,Ghana,Upper West,CK Tech Store,8,HP,Pavilion,HDD,Kelly,Raymond,(359)693-2251,aprilhicks@example.com,Jonathan Miller,Second-hand Sales,Bank Transfer,High,Offline,456,9292,12818,2021-04-05,N/A,0,4GB,510,0,650,11123,500GB
Africa,Tanzania,Mwanza,A & A PCs,3,Lenovo,ThinkCentre M920 Tiny,SSD,Ashley,Sampson,4965141126,kelleyjose@example.org,Antonio Cobb,Second-hand Sales,Bank Transfer,Medium,Online,71,2962,6165,2021-06-09,2021-06-15,0,4GB,844,0,518,4809,500GB
North America,Illinois,Decatur,Western International PCs,3,Apple,Apple PowerBook G4,SSD,Amy,Munoz,006-040-0912x2776,ashleykelly@example.net,Curtis Tucker,Repairs,Cash,High,Online,285,8052,11999,2022-07-05,2022-08-02,0,4GB,604,4906,239,9958,500GB
North America,Michigan,Flint,Greens Laptops and PCs,7,Lenovo,ThinkPad T14,HDD,Lisa,Garrett,1653781899,codycobb@example.org,Casey Dunn,Repairs,Bank Transfer,Medium,Online,836,24283,27443,2021-11-13,2021-12-10,0,2GB,620,4100,951,25660,500GB
Africa,Ghana,Western,XYZ Tech,3,Samsung,Notebook 5,SSD,April,Williams,480.759.9067,jeremy55@example.com,Kevin Lee,Second-hand Sales,Cash,High,Offline,196,4730,8672,2021-08-19,N/A,0,8GB,785,0,518,5294,1TB
Africa,South Africa,Free State,CK Tech Store,6,Apple,Apple Lisa,SSD,John,Gentry,+1-354-729-2221x190,joshuamcfarland@example.net,Carol Smith,New Sales,Bank Transfer,Medium,Offline,96,25000,27977,2021-06-18,N/A,0,4GB,570,0,515,27869,1TB
Africa,Kenya,Trans Nzoia,XYZ Tech,6,Microsoft,Surface Studio,HDD,Christian,Salazar,935.173.2528x01126,tfrancis@example.org,Jeffrey Cook,Returns,Cash,Low,Online,431,9303,11967,2024-01-24,2024-02-05,0,16GB,612,0,213,9652,1TB
Africa,Ethiopia,Afar,ABC Computers,5,Acer,Aspire 5,SSD,Audrey,Matthews,113-465-3248x739,sanchezkelly@example.org,Jacob Spencer,Returns,Bank Transfer,Low,Offline,173,12395,16901,2023-11-06,N/A,0,4GB,806,0,643,14821,500GB
Africa,Angola,Zaire,S & A Computer Place,2,Microsoft,Surface Studio,HDD,Hannah,Sanchez,(414)923-2754,joshua62@example.com,Lori Anderson,New Sales,Finance,Low,Online,270,22183,24450,2023-05-31,2023-06-29,20248,4GB,515,0,26,24194,1TB
Africa,Kenya,Vihiga,Frankies Hardware and Software,6,Lenovo,ThinkPad X1 Carbon,SSD,Emily,Carr,(848)847-5806,bruce47@example.com,Tonya Nolan,Returns,Finance,Low,Online,450,6666,9582,2023-01-06,2023-01-17,43103,2GB,846,0,195,8536,500GB
North America,Texas,Midland,Benjis Tech,9,Toshiba,Satellite,HDD,Melanie,Chandler,476.536.6632,psmith@example.com,Courtney Morgan,Returns,Finance,Low,Online,445,26402,29530,2023-05-30,2023-06-04,14230,2GB,717,0,766,28812,500GB
Africa,Ghana,Brong-Ahafo,Jacks Hardware,9,Microsoft,Surface Neo,SSD,Daniel,Gregory,655239076,toddjohnson@example.net,Jessica Morgan,Repairs,Finance,Low,Offline,806,10060,14433,2023-07-11,N/A,9314,2GB,679,3780,486,12373,500GB
Africa,Tanzania,Kilimanjaro,Frankies Hardware and Software,9,Apple,Apple MacBook Pro,HDD,Frances,Hawkins,+1-791-899-2042x1017,christopher70@example.net,Mitchell Atkins,Returns,Finance,Low,Offline,754,12773,17503,2022-12-17,N/A,45734,2GB,617,0,286,13206,256GB
Africa,Ethiopia,Dire Dawa,KyaSand Tech Gadgets,2,Apple,Apple MacBook Air,SSD,Nicole,Bennett,852-716-3678,deborahcannon@example.net,Alexa Hopkins,Second-hand Sales,Bank Transfer,High,Online,46,12559,16456,2022-08-17,2022-08-22,0,16GB,780,0,434,14310,256GB
North America,Georgia,Kennesaw,Western International PCs,7,MSI,GS66 Stealth,HDD,Nicole,Marquez,025-177-4333,kathleen39@example.com,Michael Collins,Repairs,Cash,Low,Online,591,14974,18958,2021-11-28,2021-12-26,0,16GB,546,1616,370,16057,256GB
North America,Texas,Odessa,LJ Computers,1,HP,Omen,HDD,Lindsey,Dunlap,(090)800-4754,gmoyer@example.com,Courtney Morgan,Repairs,Finance,High,Online,578,3045,6446,2021-06-04,2021-06-11,35589,8GB,464,2693,93,4394,1TB
Africa,South Africa,North West,GHI Machines,7,Dell,G Series,SSD,Sarah,Brennan,(561)345-9361x6659,ofox@example.com,Thomas Barr,Returns,Bank Transfer,Medium,Offline,308,22542,26884,2021-06-15,N/A,0,2GB,773,0,170,22562,256GB
Africa,South Africa,Gauteng,Ricks Computers,1,Asus,ROG Zephyrus S GX701,SSD,Jason,Garcia,078.657.1475,vincent37@example.org,Pamela Zavala,Repairs,Bank Transfer,Low,Offline,636,5153,8573,2021-09-02,N/A,0,16GB,717,4112,277,7283,256GB
North America,Illinois,Hoffman Estates,GHI Machines,7,Apple,Apple Lisa,HDD,Brittney,Noble,001-967-191-1107x847,tellis@example.com,Ashley Jones,Second-hand Sales,Finance,Low,Online,813,18812,23337,2023-09-23,2023-10-06,31411,4GB,454,0,262,20284,500GB
North America,Michigan,Flint,Western International PCs,4,HP,ZBook,SSD,Kimberly,Castro,603.988.9879x813,patriciagutierrez@example.com,Teresa Martin,Second-hand Sales,Cash,High,Online,996,19895,22548,2023-05-24,2023-05-25,0,8GB,657,0,254,22094,256GB
North America,Georgia,Dunwoody,Western International PCs,3,Asus,ExpertBook B9,HDD,Michelle,Jacobs,(098)565-3037x13952,knoxbrian@example.org,Michael Collins,Second-hand Sales,Finance,High,Online,495,5410,8736,2022-01-08,2022-01-22,26085,4GB,765,0,606,7239,256GB
Africa,South Africa,Mpumalanga,A & A PCs,4,Acer,Predator Triton 500,HDD,Robin,Fletcher,+1-601-746-9707,qsullivan@example.com,Thomas Barr,Repairs,Cash,Low,Online,571,21855,24622,2022-02-27,2022-03-05,0,8GB,498,3084,684,24297,500GB
Africa,Botswana,Southern,Benjis Tech,1,Acer,Spin 5,SSD,Jeffrey,Scott,722-963-6474x58305,kevin01@example.net,Lisa Williams,New Sales,Finance,Low,Offline,225,2749,5091,2022-11-08,N/A,2859,8GB,460,0,406,3002,500GB
Africa,Kenya,Laikipia,DEF Machines,6,Dell,XPS,SSD,Robert,Farley,001-334-011-4218x727,kbell@example.com,David Ellis,New Sales,Cash,Medium,Offline,159,5687,9510,2022-04-23,N/A,0,8GB,688,0,305,7636,500GB
Africa,Kenya,Kisumu,S & A Computer Place,10,HP,Elitebook,SSD,Amber,Alvarez,887-464-2710x2532,kaitlyn99@example.net,Misty Green,New Sales,Finance,Medium,Online,729,7398,11987,2022-05-08,2022-05-18,2715,8GB,816,0,916,7889,1TB
North America,Michigan,Port Huron,Mini Tech,7,Lenovo,ThinkPad T14,SSD,Carl,Young,001-307-317-6427x57399,smithcrystal@example.net,Casey Dunn,New Sales,Finance,Low,Offline,629,15422,18945,2022-04-22,N/A,49061,8GB,736,0,914,17114,1TB
North America,California,Stockton,S & A Computer Place,4,MSI,Modern 15,HDD,Jessica,Manning,(925)099-1845x7962,obautista@example.net,Larry Smith,Returns,Finance,Medium,Offline,476,7778,12515,2022-03-30,N/A,31480,8GB,598,0,859,8570,256GB
North America,Illinois,Bolingbrook,A & A PCs,3,Acer,Swift 3,HDD,Jerry,Hopkins,+1-173-315-8378x50173,williamsalicia@example.org,Katie Fernandez,Second-hand Sales,Finance,High,Online,996,15934,18489,2021-03-18,2021-04-04,41289,2GB,488,0,484,16569,500GB
Africa,Angola,Cuanza Sul,XYZ Tech,4,Lenovo,ThinkPad P15s,SSD,Scott,Anderson,+1-893-498-3072,valerie34@example.org,John Graham,Repairs,Cash,Medium,Online,739,9352,12676,2021-08-19,2021-08-20,0,4GB,733,2300,762,10594,256GB
Africa,South Africa,Free State,CK Tech Store,2,Toshiba,Dynabook,HDD,Jaclyn,Donaldson,361.456.5655x4920,ynovak@example.com,Mark Landry,Repairs,Finance,Low,Offline,178,22654,26365,2022-12-04,N/A,143,8GB,827,4106,635,25344,500GB
Africa,South Africa,Free State,Western International PCs,2,Asus,VivoBook S14,HDD,Tyler,Brown,001-354-731-9008,xgreen@example.com,Mary Nelson,Second-hand Sales,Cash,Low,Online,79,29640,32427,2021-11-06,2021-11-09,0,8GB,571,0,965,30277,1TB
North America,California,San Francisco,ABC Computers,6,Lenovo,ThinkCentre M920 Tiny,SSD,Kristen,Garcia,(404)404-5918,rachelmays@example.com,Larry Smith,New Sales,Cash,Medium,Offline,451,12807,17642,2022-01-14,N/A,0,4GB,548,0,355,17261,1TB
North America,Florida,West Palm Beach,GHI Machines,7,Asus,ROG Strix Scar III,HDD,Joshua,Rose,001-030-437-7742x1305,mmercado@example.com,Rachel Rowe,New Sales,Finance,High,Offline,864,26565,30532,2021-04-09,N/A,25180,4GB,720,0,543,27956,1TB
Africa,South Africa,KwaZulu-Natal,KyaSand Tech Gadgets,4,Toshiba,Qosmio,HDD,Adrian,Lewis,240-493-2593x22226,stephanieperez@example.com,Pamela Zavala,Repairs,Bank Transfer,Medium,Offline,862,5504,7773,2022-05-04,N/A,0,16GB,666,1788,578,7365,1TB
Africa,Ethiopia,Benishangul-Gumuz,A & A PCs,3,Microsoft,Surface Neo,SSD,Cassidy,Lam,551-852-6002,kinghaley@example.net,Steven Walls,Repairs,Cash,High,Online,248,28758,31381,2022-01-24,2022-01-25,0,2GB,642,2904,578,29776,500GB
North America,Texas,El Paso,LJ Computers,8,Dell,Latitude,SSD,Raymond,Bryant,(843)352-7559x92608,richardcastillo@example.com,Michael Koch,Returns,Cash,Low,Offline,781,23356,26178,2022-03-30,N/A,0,2GB,477,0,801,25822,500GB
Africa,Kenya,Tharaka-Nithi,ABC Computers,4,Lenovo,IdeaCentre AIO 3,HDD,Bruce,Weber,+1-997-713-4331x7255,susanwilliams@example.net,Jason Robinson,New Sales,Finance,High,Online,648,8800,12028,2023-02-04,2023-02-19,2200,4GB,767,0,615,11044,256GB
North America,New York,Rochester,S & A Computer Place,5,Lenovo,ThinkCentre M920 Tiny,HDD,Wesley,Campbell,3112210678,carrieedwards@example.net,Victoria Hodges,Returns,Finance,Medium,Online,387,10740,13626,2022-02-04,2022-02-06,39847,4GB,634,0,634,11714,500GB
North America,Ohio,Euclid,GH PC Shop,1,Acer,Nitro 5,SSD,Jenna,Thomas,(277)608-9915x45977,michaelwalker@example.org,Ann Johnson,Repairs,Cash,Low,Offline,316,12495,16939,2024-01-07,N/A,0,8GB,824,3715,650,16594,500GB
North America,Florida,Port St. Lucie,Benjis Tech,4,Acer,Chromebook Spin 311,HDD,James,Nelson,276-740-1607,santiagotracey@example.org,Jordan Jensen,Second-hand Sales,Cash,High,Online,167,6287,9492,2022-03-10,2022-03-28,0,4GB,788,0,538,7150,256GB
Africa,Morocco,Figuig,S & A Computer Place,9,Lenovo,ThinkPad X13 Yoga,HDD,Jessica,Robinson,4639393901,yhoward@example.org,Brian Johnson,Returns,Bank Transfer,Medium,Offline,180,27280,29759,2021-12-16,N/A,0,2GB,647,0,814,29071,1TB
Africa,Angola,Benguela,A & A PCs,9,HP,Envy,SSD,Jessica,Jones,996.338.0552x53121,msmith@example.org,Lori Anderson,Second-hand Sales,Bank Transfer,Low,Online,397,5958,8640,2023-01-06,2023-01-26,0,16GB,607,0,563,6193,1TB
Africa,Egypt,Beheira,A & A PCs,4,Microsoft,Surface Studio,SSD,Gregory,Pierce,(637)839-8596x7707,richmondmegan@example.net,Evan Scott,New Sales,Cash,High,Online,870,21459,25493,2021-06-20,2021-07-20,0,4GB,678,0,56,22829,256GB
North America,California,Sacramento,LJ Computers,1,HP,Probook,SSD,Brenda,King,001-135-260-1915,krodriguez@example.com,Ryan Bradley,Repairs,Finance,High,Offline,159,22981,25045,2022-12-15,N/A,30587,16GB,613,4994,201,24590,256GB
Africa,Ethiopia,Amhara,S & A Computer Place,10,Apple,Apple iMac,SSD,Melissa,Ramirez,670.947.8349x3854,bsilva@example.net,Samuel Hurst,Returns,Bank Transfer,Medium,Offline,548,2650,6585,2022-10-25,N/A,0,16GB,706,0,590,2847,1TB
Africa,Ghana,Central,Ricks Computers,3,Samsung,Notebook Odyssey,SSD,Lisa,Gonzalez,3999546595,xfischer@example.org,Diana Ashley MD,New Sales,Finance,Low,Offline,119,12583,14947,2021-08-27,N/A,24544,8GB,786,0,952,14455,500GB
Africa,Botswana,Kgalagadi,ABC Computers,6,Samsung,Notebook Odyssey,SSD,Steven,Wheeler,2596613645,crystal68@example.net,Heather Singleton,New Sales,Cash,Low,Offline,442,13424,18110,2024-02-09,N/A,0,2GB,434,0,740,16139,1TB
Africa,Ethiopia,Afar,Benjis Tech,9,Samsung,Galaxy Chromebook 2,SSD,Jason,Richards,6950054049,robert60@example.com,Joseph Good,Repairs,Finance,Low,Online,792,7868,10908,2023-06-29,2023-07-05,26279,8GB,617,4209,133,10747,256GB
North America,North Carolina,Jacksonville,Mini Tech,10,HP,Envy,HDD,Tina,Johnson,7408337079,katiewilliams@example.org,Eric Hall,New Sales,Bank Transfer,High,Offline,687,22430,24737,2022-02-12,N/A,0,8GB,652,0,909,22561,1TB
Africa,Kenya,Embu,Greens Laptops and PCs,5,Acer,Spin 5,SSD,Thomas,Petty,001-645-040-1493x8601,vlee@example.net,Amy Johnson,Repairs,Bank Transfer,Low,Online,367,19394,23358,2024-03-09,2024-03-24,0,4GB,635,3388,777,22320,1TB
North America,Florida,Palm Bay,GH PC Shop,4,Dell,Inspiron,SSD,Jessica,Anderson,469-576-7631x002,danielle06@example.org,Rachel Rowe,New Sales,Cash,Medium,Offline,46,7094,11964,2022-09-29,N/A,0,2GB,437,0,458,9541,500GB
North America,Texas,Austin,GHI Machines,4,Samsung,Chromebook 4,SSD,Kristin,Johnson,669.141.8000x351,james89@example.com,Mike Miranda,Returns,Cash,Medium,Online,277,12085,14802,2022-01-17,2022-01-22,0,4GB,533,0,753,12556,500GB
Africa,Tanzania,Rukwa,Benjis Tech,7,Microsoft,Surface Studio,HDD,Janet,Anthony,1349943076,krodriguez@example.com,Tara Price,New Sales,Finance,High,Offline,81,10547,15423,2023-01-18,N/A,6436,2GB,541,0,40,13485,1TB
Africa,Ghana,Ashanti,XYZ Tech,8,Dell,Chromebook,SSD,Theresa,Warren,595.747.6232x06015,wayneedwards@example.com,Sheila Nichols,Second-hand Sales,Bank Transfer,Medium,Online,782,13580,17508,2021-07-27,2021-08-01,0,4GB,776,0,310,14507,1TB
North America,North Carolina,Fayetteville,Greens Laptops and PCs,8,Asus,VivoBook S14,SSD,Mark,Scott,885.866.8337x3337,jamesamanda@example.net,Brittany Franklin,Returns,Finance,High,Online,14,25193,28470,2021-05-25,2021-05-30,29885,8GB,845,0,674,25665,256GB
North America,Florida,Port St. Lucie,Mini Tech,2,MSI,GP76 Leopard,SSD,Autumn,Smith,001-298-239-2136x044,alfred44@example.org,Raymond Larson,Second-hand Sales,Cash,High,Offline,657,15648,18674,2021-12-06,N/A,0,16GB,495,0,80,16424,500GB
North America,New York,Utica,ABC Computers,2,HP,Chromebook,HDD,Chase,Webster,+1-808-402-9174,adamsmiranda@example.com,Jake Lee,Second-hand Sales,Bank Transfer,High,Online,211,20942,23339,2024-02-18,2024-03-09,0,8GB,532,0,825,21162,256GB
Africa,Ghana,Central,Frankies Hardware and Software,3,Acer,Aspire 7,HDD,Melissa,Hunter,+1-987-384-1010x84694,udavis@example.net,Jonathan Miller,New Sales,Bank Transfer,High,Online,255,10991,15635,2023-04-12,2023-05-06,0,16GB,458,0,520,12850,500GB
Africa,Ghana,Eastern,LJ Computers,3,Toshiba,Libretto,HDD,Stacey,Carpenter,483.478.2916,qsaunders@example.com,Diana Ashley MD,Repairs,Bank Transfer,Low,Offline,784,12576,14628,2022-03-10,N/A,0,16GB,838,2579,664,13028,500GB
